#mpa_vJan25_CHOCOPhlAnSGB_202503
clade_name	HFD_AL_6_05_12_HFD_AL_6_05_12_L4_mpa_vJan25.metaphlan	HFD_IF_7_06_12_HFD_IF_7_06_12_L4_mpa_vJan25.metaphlan	HFD_AL_4_03_11_HFD_AL_4_03_11_L4_mpa_vJan25.metaphlan	HFD_IF_4_02_25_HFD_IF_4_02_25_L4_mpa_vJan25.metaphlan	HFD_AL_4_02_25_HFD_AL_4_02_25_L4_mpa_vJan25.metaphlan	HFD_AL_6_05_22_HFD_AL_6_05_22_L4_mpa_vJan25.metaphlan	HFD_AL_7_06_12_HFD_AL_7_06_12_L4_mpa_vJan25.metaphlan	HFD_IF_6_05_22_HFD_IF_6_05_22_L4_mpa_vJan25.metaphlan	HFD_IF_4_03_11_HFD_IF_4_03_11_L4_mpa_vJan25.metaphlan	HFD_IF_6_05_12_HFD_IF_6_05_12_L4_mpa_vJan25.metaphlan
k__Bacteria|p__Firmicutes|c__CFGB9644|o__OFGB9644|f__FGB9644|g__GGB28948|s__GGB28948_SGB41654	0.0	0.0	0.0	0.0	0.00023	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium|t__SGB41444	0.0	0.0	0.0	0.0	0.06173	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9656|o__OFGB9656|f__FGB9656|g__GGB28996|s__GGB28996_SGB41712|t__SGB41712	0.0	0.0	0.0	0.0	0.02105	0.0	0.0	0.06022	0.0	0.03407
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__Bacteria_unclassified_SGB41673|t__SGB41673	0.0	0.0	0.0	0.0	0.00988	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB28898|s__GGB28898_SGB41580|t__SGB41580	0.0	0.0	0.0	0.0	0.00735	0.0	0.00981	0.00056	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB28782|s__GGB28782_SGB41435|t__SGB41435	0.0	0.0	0.0	0.0	0.00185	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Petralouisia|s__Petralouisia_muris|t__SGB29415	0.0	0.0	0.0	0.0	0.00169	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB75934|s__GGB75934_SGB102437|t__SGB102437	0.0	0.0	0.0	0.0	0.0016	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9644|o__OFGB9644|f__FGB9644|g__GGB28948|s__GGB28948_SGB41654|t__SGB41654	0.0	0.0	0.0	0.0	0.00023	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB10290	0.0	0.0	0.0	0.0	0.0	0.01072	0.0	0.00024	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB10290|o__OFGB10290	0.0	0.0	0.0	0.0	0.0	0.01072	0.0	0.00024	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB10290|o__OFGB10290|f__FGB10290	0.0	0.0	0.0	0.0	0.0	0.01072	0.0	0.00024	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB10290|o__OFGB10290|f__FGB10290|g__GGB31438	0.0	0.0	0.0	0.0	0.0	0.01072	0.0	0.00024	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB42586	0.0	0.0	0.0	0.0	0.0	0.00084	0.0	0.01016	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB10290|o__OFGB10290|f__FGB10290|g__GGB31438|s__GGB31438_SGB44768	0.0	0.0	0.0	0.0	0.0	0.01072	0.0	0.00024	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB42586|s__GGB42586_SGB59781	0.0	0.0	0.0	0.0	0.0	0.00084	0.0	0.01016	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB10290|o__OFGB10290|f__FGB10290|g__GGB31438|s__GGB31438_SGB44768|t__SGB44768	0.0	0.0	0.0	0.0	0.0	0.01072	0.0	0.00024	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB42586|s__GGB42586_SGB59781|t__SGB59781	0.0	0.0	0.0	0.0	0.0	0.00084	0.0	0.01016	0.0	0.0
k__Bacteria|p__Pseudomonadota	0.0	0.0	0.0	0.0	0.0	0.0	0.17611	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.17083	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2833	0.0	0.0	0.0	0.0	0.0	0.0	0.00979	0.01028	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.00528	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB73527	0.0	0.0	0.0	0.0	0.0	0.0	0.00066	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales	0.0	0.0	0.0	0.0	0.0	0.0	0.17083	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2833|o__OFGB2833	0.0	0.0	0.0	0.0	0.0	0.0	0.00979	0.01028	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.00528	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB73527|o__OFGB73527	0.0	0.0	0.0	0.0	0.0	0.0	0.00066	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.27702	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.17083	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2833|o__OFGB2833|f__FGB2833	0.0	0.0	0.0	0.0	0.0	0.0	0.00979	0.01028	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.00528	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB73527|o__OFGB73527|f__FGB73527	0.0	0.0	0.0	0.0	0.0	0.0	0.00066	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	0.0	0.0	0.0	0.0	0.0	0.0	0.27702	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella	0.0	0.0	0.0	0.0	0.0	0.0	0.17083	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.02045	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2833|o__OFGB2833|f__FGB2833|g__GGB28456	0.0	0.0	0.0	0.0	0.0	0.0	0.00979	0.01028	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella	0.0	0.0	0.0	0.0	0.0	0.0	0.00528	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28951	0.0	0.0	0.0	0.0	0.0	0.0	0.00207	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB73527|o__OFGB73527|f__FGB73527|g__GGB75104	0.0	0.0	0.0	0.0	0.0	0.0	0.00066	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_acidifaciens	0.0	0.0	0.0	0.0	0.0	0.0	0.27702	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_muris	0.0	0.0	0.0	0.0	0.0	0.0	0.17083	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_acidominimus	0.0	0.0	0.0	0.0	0.0	0.0	0.02045	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2833|o__OFGB2833|f__FGB2833|g__GGB28456|s__GGB28456_SGB41039	0.0	0.0	0.0	0.0	0.0	0.0	0.00979	0.01028	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_oxytoca	0.0	0.0	0.0	0.0	0.0	0.0	0.00528	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28951|s__GGB28951_SGB102295	0.0	0.0	0.0	0.0	0.0	0.0	0.00207	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB73527|o__OFGB73527|f__FGB73527|g__GGB75104|s__GGB75104_SGB102231	0.0	0.0	0.0	0.0	0.0	0.0	0.00066	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_acidifaciens|t__SGB27814	0.0	0.0	0.0	0.0	0.0	0.0	0.27702	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_muris|t__SGB9265	0.0	0.0	0.0	0.0	0.0	0.0	0.17083	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_acidominimus|t__SGB8211	0.0	0.0	0.0	0.0	0.0	0.0	0.02045	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2833|o__OFGB2833|f__FGB2833|g__GGB28456|s__GGB28456_SGB41039|t__SGB41039	0.0	0.0	0.0	0.0	0.0	0.0	0.00979	0.01028	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_oxytoca|t__SGB10118	0.0	0.0	0.0	0.0	0.0	0.0	0.00528	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28951|s__GGB28951_SGB102295|t__SGB102295	0.0	0.0	0.0	0.0	0.0	0.0	0.00207	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB73527|o__OFGB73527|f__FGB73527|g__GGB75104|s__GGB75104_SGB102231|t__SGB102231	0.0	0.0	0.0	0.0	0.0	0.0	0.00066	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41412	0.0	0.0	0.0	0.0	0.0	0.0	0.00053	0.00816	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15282	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02381	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB10318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9508|o__OFGB9508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15282	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1814|o__OFGB1814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02381	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB10318|o__OFGB10318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9508|o__OFGB9508|f__FGB9508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15282	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1814|o__OFGB1814|f__FGB1814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02381	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB10318|o__OFGB10318|f__FGB10318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB29685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29687	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9508|o__OFGB9508|f__FGB9508|g__GGB28382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15282	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1814|o__OFGB1814|f__FGB1814|g__GGB75900	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02381	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB142060	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00966	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB10318|o__OFGB10318|f__FGB10318|g__GGB31386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Parablautia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00092	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB28965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00072	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB29685|s__GGB29685_SGB42494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29687	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9508|o__OFGB9508|f__FGB9508|g__GGB28382|s__GGB28382_SGB40962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15282	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1814|o__OFGB1814|f__FGB1814|g__GGB75900|s__GGB75900_SGB102322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02381	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB142060|s__GGB142060_SGB41428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00966	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB10318|o__OFGB10318|f__FGB10318|g__GGB31386|s__GGB31386_SGB44714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Parablautia|s__Parablautia_intestinalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00092	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB28965|s__GGB28965_SGB41675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00072	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB29685|s__GGB29685_SGB42494|t__SGB42494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29687	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9508|o__OFGB9508|f__FGB9508|g__GGB28382|s__GGB28382_SGB40962|t__SGB40962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15282	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1814|o__OFGB1814|f__FGB1814|g__GGB75900|s__GGB75900_SGB102322|t__SGB102322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02381	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB142060|s__GGB142060_SGB41428|t__SGB41428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00966	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB10318|o__OFGB10318|f__FGB10318|g__GGB31386|s__GGB31386_SGB44714|t__SGB44714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Parablautia|s__Parablautia_intestinalis|t__SGB29425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00092	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB28965|s__GGB28965_SGB41675|t__SGB41675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00072	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB109671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30463|s__GGB30463_SGB102197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0069
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30463|s__GGB30463_SGB102197|t__SGB102197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0069
